name,NGC,NCC,OC,Hindex,i10,ALIS Score for rho between 0.0 to 0.1,(Normalized)ALIS Score for rho between 0.0 to 0.1,ALIS Score for rho between 0.1to 0.99,(Normalized) ALIS Score for rho between 0.1to 0.99,Rank
A445,0.413601,0.6767,0.99777,0.9,0.9,2.21E+50,0.6892,75567.06049,0.6931,3944
A1273,0.397619,0.854762,0.969048,0.366666667,0.4,2.21E+50,0.6880,75566.3748,0.6931,3945
A3290,0.33795,0.903047,0.99446,0.533333333,0.566666667,2.20E+50,0.6862,75566.00024,0.6931,3946
A8788,0.736031,0.416185,0.974952,0.6,0.7,2.21E+50,0.6895,75564.34953,0.6931,3947
A7979,0.512097,0.629032,0.995968,0.466666667,0.466666667,2.21E+50,0.6906,75563.1023,0.6931,3948
A9557,0.663934,0.897541,0.540984,0.466666667,0.466666667,2.21E+50,0.6890,75560.84125,0.6931,3949
A866,0.55814,0.556589,0.942636,0.7,0.8,2.22E+50,0.6912,75557.95526,0.6930,3950
A5563,0.519231,0.740385,0.923077,0.333333333,0.233333333,2.21E+50,0.6902,75556.30183,0.6930,3951
A392,0.40678,0.852754,0.899364,0.5,0.533333333,2.21E+50,0.6891,75556.25251,0.6930,3952
A2726,0.837472,0.942438,0.370203,0.633333333,0.766666667,2.21E+50,0.6880,75554.48737,0.6930,3953
A1126,0.752026,0.408428,0.980551,0.566666667,0.666666667,2.21E+50,0.6890,75546.03045,0.6929,3954
A4738,0.430622,0.875598,0.885167,0.366666667,0.366666667,2.21E+50,0.6889,75543.93891,0.6929,3955
A9653,0.444584,0.68262,0.982368,0.5,0.866666667,2.21E+50,0.6897,75542.44084,0.6929,3956
A5868,0.337398,0.928862,0.96748,0.533333333,0.566666667,2.20E+50,0.6860,75541.92852,0.6929,3957
A7463,0.4039,0.740947,0.980501,0.633333333,0.766666667,2.21E+50,0.6888,75532.01194,0.6928,3958
A5355,0.380368,0.932515,0.904908,0.366666667,0.5,2.20E+50,0.6873,75526.52142,0.6927,3959
A3576,0.470756,0.657632,0.950071,0.7,0.733333333,2.21E+50,0.6903,75526.04675,0.6927,3960
A5690,0.427083,0.741898,0.884259,0.9,0.9,2.21E+50,0.6898,75524.37316,0.6927,3961
A9637,0.722222,0.459948,0.927649,0.433333333,0.733333333,2.21E+50,0.6901,75522.27806,0.6927,3962
A7724,0.438871,0.987461,0.868339,0.333333333,0.1,2.20E+50,0.6851,75521.42414,0.6927,3963
A1312,0.818815,0.473868,0.905923,0.3,0.266666667,2.21E+50,0.6889,75520.5186,0.6927,3964
A6427,0.299445,0.996303,0.97597,0.633333333,0.633333333,2.19E+50,0.6836,75516.51084,0.6926,3965
A5053,0.446589,0.679537,0.994852,0.533333333,0.866666667,2.22E+50,0.6938,75514.80453,0.6926,3966
A8286,0.378378,0.842752,0.938575,0.6,0.633333333,2.21E+50,0.6879,75513.03138,0.6926,3967
A9642,0.686458,0.417708,1,0.766666667,0.8,2.21E+50,0.6889,75511.41533,0.6926,3968
A6097,0.617647,0.794118,0.970588,0.066666667,0.033333333,2.18E+50,0.6784,75506.58678,0.6926,3969
A1230,0.389362,0.823404,0.921277,0.666666667,0.666666667,2.21E+50,0.6883,75505.84632,0.6926,3970
A2920,0.494192,0.624076,0.987328,0.566666667,0.633333333,2.21E+50,0.6901,75505.22231,0.6925,3971
A3567,0.447309,0.828475,0.81278,0.633333333,0.633333333,2.21E+50,0.6901,75501.61232,0.6925,3972
A8144,0.391363,0.982456,0.811066,0.5,0.5,2.15E+50,0.6705,75490.67469,0.6924,3973
A9421,0.50361,0.662455,0.942238,0.466666667,0.566666667,2.21E+50,0.6903,75488.73793,0.6924,3974
A2353,0.510204,0.792779,0.795918,0.4,0.533333333,2.21E+50,0.6908,75486.1215,0.6924,3975
A1497,0.659836,0.449454,0.978142,0.733333333,0.766666667,2.21E+50,0.6894,75482.13681,0.6923,3976
A388,0.878525,0.505423,0.744035,0.4,0.4,2.21E+50,0.6902,75480.36641,0.6923,3977
A6512,0.361538,0.953846,0.930769,0.366666667,0.466666667,2.20E+50,0.6860,75478.13393,0.6923,3978
A4057,0.44801,0.731707,0.955071,0.433333333,0.6,2.21E+50,0.6892,75474.06138,0.6923,3979
A9168,0.954098,0.498361,0.747541,0.3,0.233333333,2.21E+50,0.6884,75467.47413,0.6922,3980
A7895,0.292941,0.938824,0.995294,0.833333333,0.866666667,2.19E+50,0.6830,75465.72824,0.6922,3981
A9446,0.819277,0.635542,0.76506,0.3,0.066666667,2.20E+50,0.6862,75463.09588,0.6922,3982
A3201,0.62931,0.568966,0.982759,0.3,0.266666667,2.21E+50,0.6890,75460.91515,0.6921,3983
A6178,0.388998,0.766208,0.988212,0.666666667,0.666666667,2.21E+50,0.6878,75459.69174,0.6921,3984
A6404,0.686275,0.472097,0.965309,0.5,0.533333333,2.21E+50,0.6895,75456.22936,0.6921,3985
A6997,0.607407,0.666667,0.97037,0.333333333,0.066666667,2.20E+50,0.6856,75452.69299,0.6921,3986
A3869,0.460808,0.812352,0.821853,0.533333333,0.6,2.21E+50,0.6898,75444.10342,0.6920,3987
A5443,0.56108,0.556818,0.96875,0.6,0.633333333,2.21E+50,0.6900,75440.23103,0.6919,3988
A6393,0.384615,0.82996,1,0.433333333,0.433333333,2.20E+50,0.6866,75439.74789,0.6919,3989
A8051,0.45122,0.626016,0.99458,0.866666667,0.866666667,2.21E+50,0.6888,75439.59989,0.6919,3990
A6755,0.864269,0.345708,0.990719,0.566666667,0.8,2.21E+50,0.6895,75427.81468,0.6918,3991
A9647,0.806452,0.464516,0.980645,0.333333333,0.133333333,2.20E+50,0.6859,75425.32294,0.6918,3992
A3479,0.51875,0.551563,1,0.8,0.8,2.21E+50,0.6891,75423.69234,0.6918,3993
A8475,0.346035,0.910402,0.912461,0.7,0.733333333,2.20E+50,0.6858,75423.44729,0.6918,3994
A770,0.378543,0.823887,0.995951,0.433333333,0.566666667,2.20E+50,0.6865,75422.45554,0.6918,3995
A3775,0.395317,0.761708,0.997245,0.466666667,0.766666667,2.20E+50,0.6873,75420.0298,0.6918,3996
A2667,0.710843,0.76506,0.73494,0.2,0.1,2.20E+50,0.6868,75414.86285,0.6917,3997
A688,0.400788,0.737188,0.973719,0.733333333,0.766666667,2.20E+50,0.6876,75413.88266,0.6917,3998
A9828,0.473054,0.736527,0.864271,0.566666667,0.7,2.21E+50,0.6898,75413.2749,0.6917,3999
A2255,0.367769,0.933884,0.92562,0.433333333,0.433333333,2.20E+50,0.6858,75412.1083,0.6917,4000
A6216,0.419142,0.867987,0.784378,0.8,0.8,2.21E+50,0.6884,75404.96537,0.6916,4001
A5591,0.507353,0.897059,0.897059,0.2,0.066666667,2.19E+50,0.6831,75399.43404,0.6916,4002
A8896,0.381842,0.739653,0.99733,0.766666667,0.866666667,2.20E+50,0.6869,75399.3132,0.6916,4003
A4384,0.367965,0.943723,1,0.3,0.233333333,2.19E+50,0.6838,75399.13557,0.6916,4004
A8925,0.980507,0.382066,0.805068,0.5,0.666666667,2.20E+50,0.6867,75395.46905,0.6915,4005
A1222,0.490417,0.781285,0.803833,0.533333333,0.6,2.21E+50,0.6895,75394.52747,0.6915,4006
A113,0.492877,0.685185,0.891738,0.566666667,0.7,2.21E+50,0.6898,75394.16511,0.6915,4007
A7682,0.691327,0.456633,0.992347,0.466666667,0.533333333,2.21E+50,0.6884,75391.74039,0.6915,4008
A5407,0.362403,0.943798,0.914729,0.466666667,0.466666667,2.20E+50,0.6856,75391.25882,0.6915,4009
A992,0.717781,0.477977,0.887439,0.5,0.7,2.21E+50,0.6895,75388.55313,0.6915,4010
A1340,0.568027,0.561224,0.986395,0.5,0.5,2.21E+50,0.6892,75380.90578,0.6914,4011
A5533,0.666667,0.440629,0.969957,0.8,0.8,2.21E+50,0.6883,75380.10145,0.6914,4012
A3573,0.359352,0.836524,0.95729,0.7,0.733333333,2.20E+50,0.6860,75378.70651,0.6914,4013
A376,0.694581,0.566502,0.940887,0.266666667,0.166666667,2.20E+50,0.6874,75377.59655,0.6914,4014
A2639,0.969729,0.296451,0.925887,0.966666667,0.966666667,2.19E+50,0.6825,75374.77991,0.6913,4015
A7480,0.423823,0.686981,0.976454,0.766666667,0.833333333,2.21E+50,0.6879,75368.94042,0.6913,4016
A3977,0.875445,0.359431,1,0.4,0.5,2.20E+50,0.6850,75368.44131,0.6913,4017
A7618,0.40732,0.724911,0.953955,0.766666667,0.9,2.20E+50,0.6874,75367.72281,0.6913,4018
A950,0.861364,0.354545,0.979545,0.533333333,0.633333333,2.19E+50,0.6832,75367.66329,0.6913,4019
A7929,0.341176,0.941176,0.980392,0.433333333,0.433333333,2.19E+50,0.6839,75345.43581,0.6911,4020
A7800,0.377358,0.826415,0.991195,0.466666667,0.533333333,2.20E+50,0.6858,75336.83302,0.6910,4021
A8502,0.421782,0.748515,0.992079,0.366666667,0.633333333,2.20E+50,0.6870,75335.7528,0.6910,4022
A8637,0.416168,0.973054,0.778443,0.466666667,0.466666667,2.20E+50,0.6870,75333.13731,0.6910,4023
A1236,0.466258,0.920245,0.871166,0.266666667,0.133333333,2.20E+50,0.6849,75332.42741,0.6910,4024
A3598,0.53668,0.656371,0.926641,0.366666667,0.466666667,2.21E+50,0.6891,75328.95312,0.6909,4025
A5164,0.695864,0.788321,0.569343,0.5,0.566666667,2.21E+50,0.6903,75325.67879,0.6909,4026
A2418,0.833333,0.478836,0.949735,0.3,0.1,2.19E+50,0.6843,75322.83824,0.6909,4027
A2117,0.599469,0.534483,0.956233,0.433333333,0.733333333,2.21E+50,0.6888,75314.44567,0.6908,4028
A3707,0.466165,0.804511,0.909774,0.333333333,0.3,2.20E+50,0.6872,75312.38339,0.6908,4029
A5979,0.710078,0.644961,0.658915,0.566666667,0.733333333,2.22E+50,0.6911,75310.80367,0.6908,4030
A5414,0.583969,0.59542,0.923664,0.433333333,0.466666667,2.21E+50,0.6891,75310.08275,0.6908,4031
A778,0.739229,0.589569,0.868481,0.333333333,0.1,2.20E+50,0.6861,75301.77132,0.6907,4032
A7903,0.374074,0.822222,0.974074,0.533333333,0.633333333,2.20E+50,0.6856,75298.25266,0.6906,4033
A8522,0.640379,0.542587,0.911672,0.433333333,0.533333333,2.21E+50,0.6890,75297.15348,0.6906,4034
A3204,0.365566,0.915094,0.966981,0.366666667,0.4,2.19E+50,0.6843,75296.9562,0.6906,4035
A6550,0.498866,0.848073,0.752834,0.433333333,0.5,2.20E+50,0.6876,75293.79199,0.6906,4036
A653,0.438974,0.993846,0.650256,0.633333333,1,2.20E+50,0.6872,75291.90559,0.6906,4037
A9888,0.472332,0.640316,0.992095,0.533333333,0.7,2.21E+50,0.6878,75288.92844,0.6906,4038
A4504,0.435897,0.912821,0.933333,0.266666667,0.133333333,2.19E+50,0.6836,75285.6438,0.6905,4039
A436,0.357692,0.903846,0.95,0.5,0.5,2.20E+50,0.6846,75285.25711,0.6905,4040
A4012,0.627119,0.661017,1,0.166666667,0.066666667,2.19E+50,0.6824,75284.8646,0.6905,4041
A8631,0.478395,0.605967,0.996914,0.6,0.9,2.21E+50,0.6877,75283.55195,0.6905,4042
A8011,0.49766,0.647426,0.925117,0.566666667,0.733333333,2.21E+50,0.6885,75283.15752,0.6905,4043
A6995,0.680154,0.447013,0.959538,0.7,0.7,2.20E+50,0.6876,75277.41329,0.6905,4044
A9875,0.448052,0.965368,0.735931,0.4,0.5,2.20E+50,0.6872,75274.17018,0.6904,4045
A5418,0.371324,0.919118,0.933824,0.4,0.433333333,2.20E+50,0.6846,75272.88723,0.6904,4046
A1865,0.758065,0.548387,0.887097,0.266666667,0.166666667,2.20E+50,0.6865,75272.39173,0.6904,4047
A9564,0.548013,0.557947,0.986755,0.566666667,0.633333333,2.21E+50,0.6881,75260.15118,0.6903,4048
A1244,0.518293,0.601626,1,0.4,0.633333333,2.21E+50,0.6877,75258.62391,0.6903,4049
A3364,0.488243,0.629322,0.939142,0.7,0.8,2.21E+50,0.6881,75250.69341,0.6902,4050
A82,0.413681,0.978827,0.703583,0.766666667,0.766666667,2.20E+50,0.6865,75250.41886,0.6902,4051
A8611,0.759798,0.376738,0.981037,0.766666667,0.833333333,2.20E+50,0.6853,75242.01256,0.6901,4052
A8901,0.663113,0.513859,0.8742,0.633333333,0.666666667,2.21E+50,0.6888,75239.74468,0.6901,4053
A6105,0.427984,0.886831,0.729424,0.9,0.9,2.20E+50,0.6872,75238.97459,0.6901,4054
A5412,0.703375,0.460036,0.959147,0.366666667,0.7,2.12E+50,0.6614,75229.94316,0.6900,4055
A6286,0.687151,0.463687,0.98324,0.466666667,0.5,2.20E+50,0.6870,75222.6428,0.6900,4056
A6126,0.965879,0.328084,0.947507,0.5,0.566666667,2.19E+50,0.6826,75222.2839,0.6900,4057
A8222,0.379763,0.785808,0.955322,0.633333333,0.866666667,2.20E+50,0.6853,75217.93716,0.6899,4058
A5478,0.481481,0.659933,1,0.433333333,0.466666667,2.20E+50,0.6870,75215.73469,0.6899,4059
A6206,0.460613,0.594092,0.99453,0.966666667,0.966666667,2.20E+50,0.6866,75214.83216,0.6899,4060
A7447,0.518519,0.63786,1,0.366666667,0.366666667,2.20E+50,0.6868,75197.33248,0.6897,4061
A2647,0.480952,0.642857,0.98254,0.433333333,0.733333333,2.20E+50,0.6870,75193.90488,0.6897,4062
A7169,0.960317,0.313492,0.920635,0.733333333,0.833333333,2.19E+50,0.6819,75189.42923,0.6896,4063
A3945,0.85,0.475,1,0.133333333,0.1,2.18E+50,0.6808,75185.18594,0.6896,4064
A8846,0.995,0.35,0.9,0.433333333,0.433333333,2.19E+50,0.6829,75183.0094,0.6896,4065
A3984,0.92029,0.623188,0.710145,0.2,0.066666667,2.19E+50,0.6824,75179.33771,0.6896,4066
A3408,0.929619,0.331378,0.979472,0.5,0.533333333,2.19E+50,0.6823,75179.28852,0.6896,4067
A2166,0.588808,0.530414,0.963504,0.6,0.6,1.79E+50,0.5590,75178.10215,0.6895,4068
A8280,0.703209,0.435829,0.991979,0.533333333,0.566666667,2.20E+50,0.6862,75176.683,0.6895,4069
A2112,0.396313,0.815668,0.966206,0.433333333,0.5,2.20E+50,0.6850,75174.55876,0.6895,4070
A5535,0.306018,0.985915,0.923175,0.733333333,0.766666667,2.18E+50,0.6813,75173.60215,0.6895,4071
A5161,0.401557,0.755284,0.985539,0.466666667,0.733333333,2.19E+50,0.6823,75173.33955,0.6895,4072
A2828,0.815249,0.442815,0.985337,0.333333333,0.166666667,2.19E+50,0.6838,75171.28191,0.6895,4073
A7085,0.6483,0.453693,0.991794,0.633333333,0.733333333,2.20E+50,0.6865,75167.90886,0.6895,4074
A7003,0.760135,0.527027,0.804054,0.4,0.466666667,2.21E+50,0.6880,75164.41414,0.6894,4075
A6278,0.544753,0.58179,0.966049,0.5,0.6,2.20E+50,0.6874,75159.34319,0.6894,4076
A4990,0.518395,0.804348,0.729097,0.533333333,0.633333333,2.21E+50,0.6883,75158.62417,0.6894,4077
A4249,0.768421,0.367368,0.973684,0.833333333,0.9,2.19E+50,0.6842,75154.08201,0.6893,4078
A5406,0.840144,0.423077,0.801683,0.733333333,0.8,2.20E+50,0.6865,75151.73561,0.6893,4079
A1371,0.643972,0.458156,0.965957,0.766666667,0.766666667,2.20E+50,0.6865,75144.55141,0.6892,4080
A4999,0.727273,0.727273,0.818182,0.1,0.066666667,2.18E+50,0.6808,75144.15691,0.6892,4081
A8186,0.95283,0.319182,0.988994,0.433333333,0.6,2.18E+50,0.6812,75143.26179,0.6892,4082
A5457,0.572988,0.556617,0.941337,0.5,0.733333333,2.20E+50,0.6875,75143.12521,0.6892,4083
A5986,0.518129,0.57076,0.950877,0.766666667,0.9,2.11E+50,0.6568,75138.59208,0.6892,4084
A2416,0.910891,0.409241,0.957096,0.3,0.166666667,2.19E+50,0.6823,75134.91354,0.6891,4085
A8064,0.813017,0.382231,0.881198,0.833333333,0.966666667,2.20E+50,0.6849,75132.27998,0.6891,4086
A9324,0.456722,0.731123,0.968692,0.4,0.4,2.20E+50,0.6858,75131.90046,0.6891,4087
A815,0.588556,0.722071,0.847411,0.333333333,0.166666667,2.20E+50,0.6861,75131.79934,0.6891,4088
A6269,0.324885,0.956221,0.935484,0.6,0.633333333,2.19E+50,0.6819,75131.41618,0.6891,4089
A9697,0.765043,0.495702,0.982808,0.333333333,0.1,2.19E+50,0.6829,75129.96074,0.6891,4090
A6856,0.944444,0.666667,0.722222,0.1,0.033333333,2.17E+50,0.6770,75127.235,0.6891,4091
A2338,0.394402,0.788804,0.954198,0.6,0.6,2.20E+50,0.6849,75124.95632,0.6891,4092
A6679,0.587174,0.58517,0.877756,0.6,0.6,2.21E+50,0.6880,75120.99767,0.6890,4093
A5902,0.644295,0.765101,0.805369,0.266666667,0.066666667,2.19E+50,0.6830,75119.75183,0.6890,4094
A6042,0.366743,0.830296,0.931663,0.6,0.9,2.19E+50,0.6820,75118.61848,0.6890,4095
A8002,0.681648,0.430712,0.975655,0.733333333,0.733333333,2.20E+50,0.6858,75118.42219,0.6890,4096
A516,0.412322,0.810427,0.933649,0.366666667,0.6,2.20E+50,0.6850,75117.98371,0.6890,4097
A6845,0.382755,0.719243,0.995794,0.8,0.966666667,2.19E+50,0.6843,75117.55598,0.6890,4098
A998,0.804071,0.414758,0.834606,0.833333333,0.866666667,2.20E+50,0.6859,75116.04058,0.6890,4099
A4794,0.352809,0.986517,0.973034,0.333333333,0.233333333,2.18E+50,0.6808,75112.70847,0.6889,4100
A7987,0.730964,0.465313,0.903553,0.466666667,0.6,2.20E+50,0.6867,75111.67928,0.6889,4101
A3962,0.68676,0.404736,0.970936,0.966666667,0.966666667,2.19E+50,0.6821,75110.25136,0.6889,4102
A2928,0.436735,0.887755,0.755102,0.666666667,0.666666667,2.20E+50,0.6863,75109.66129,0.6889,4103
A5431,0.741627,0.863636,0.4689,0.533333333,0.666666667,2.20E+50,0.6868,75104.35462,0.6889,4104
A472,0.639935,0.934534,0.520458,0.5,0.5,2.20E+50,0.6870,75102.24528,0.6888,4105
A4206,0.50774,0.648607,0.950464,0.466666667,0.5,2.20E+50,0.6867,75101.131,0.6888,4106
A7213,0.61991,0.5181,0.995475,0.366666667,0.5,2.20E+50,0.6862,75098.36038,0.6888,4107
A9468,0.420787,0.829465,0.811302,0.7,0.866666667,2.20E+50,0.6858,75090.39366,0.6887,4108
A1098,0.603659,0.920732,0.664634,0.3,0.133333333,2.20E+50,0.6847,75089.81898,0.6887,4109
A9818,0.347518,0.904255,1,0.4,0.433333333,2.18E+50,0.6791,75083.78844,0.6887,4110
A6285,0.297739,0.981156,0.988693,0.6,0.6,2.13E+50,0.6650,75081.97197,0.6887,4111
A1039,0.840909,0.818182,0.579545,0.166666667,0.1,2.19E+50,0.6825,75080.28744,0.6886,4112
A8165,0.874865,0.344121,0.934196,0.566666667,0.966666667,2.19E+50,0.6826,75080.17163,0.6886,4113
A9071,0.554217,0.714859,0.811245,0.4,0.466666667,2.20E+50,0.6875,75077.67357,0.6886,4114
A2049,0.296117,0.953883,0.976942,0.633333333,0.9,2.18E+50,0.6797,75072.18389,0.6886,4115
A1955,0.602151,0.623656,0.983871,0.233333333,0.166666667,2.19E+50,0.6842,75069.50798,0.6885,4116
A9873,0.586538,0.503205,0.988782,0.633333333,0.733333333,2.20E+50,0.6865,75064.01111,0.6885,4117
A4772,0.944323,0.281659,0.985808,0.933333333,0.966666667,2.18E+50,0.6785,75063.76413,0.6885,4118
A1139,0.620462,0.486799,0.988449,0.566666667,0.633333333,2.20E+50,0.6859,75053.55874,0.6884,4119
A7328,0.5,0.777778,1,0.2,0.1,2.16E+50,0.6734,75052.87668,0.6884,4120
A5306,0.42545,0.676093,0.98329,0.766666667,0.766666667,2.20E+50,0.6850,75051.2948,0.6884,4121
A8415,0.403927,0.687237,0.998597,0.833333333,0.833333333,2.19E+50,0.6842,75049.7412,0.6884,4122
A9911,0.87239,0.400232,0.859629,0.5,0.633333333,2.19E+50,0.6845,75048.63454,0.6884,4123
A8828,0.804348,0.402174,0.996377,0.366666667,0.4,2.19E+50,0.6834,75041.88671,0.6883,4124
A9466,0.937063,0.559441,0.610723,0.366666667,0.5,2.20E+50,0.6864,75041.63053,0.6883,4125
A3596,0.906504,0.422764,0.947154,0.3,0.133333333,2.18E+50,0.6812,75041.07326,0.6883,4126
A8308,0.939597,0.483221,0.852349,0.3,0.066666667,2.18E+50,0.6803,75039.52817,0.6883,4127
A6289,0.506964,0.576602,0.987465,0.7,0.766666667,2.20E+50,0.6873,75036.97781,0.6883,4128
A9030,0.349325,0.913043,0.901049,0.6,0.733333333,2.19E+50,0.6825,75035.73952,0.6882,4129
A6165,0.490931,0.586457,0.95526,0.9,0.9,2.20E+50,0.6857,75032.27427,0.6882,4130
A536,0.411905,0.87381,0.859524,0.366666667,0.633333333,2.19E+50,0.6842,75030.57162,0.6882,4131
A2349,0.535398,0.668142,0.893805,0.4,0.466666667,2.20E+50,0.6865,75022.21806,0.6881,4132
A5552,0.630952,0.559524,1,0.266666667,0.233333333,2.19E+50,0.6831,75021.6887,0.6881,4133
A56,0.393509,0.692698,0.977688,1,1,2.19E+50,0.6837,75020.20756,0.6881,4134
A816,0.432119,0.705298,0.937086,0.733333333,0.733333333,2.20E+50,0.6851,75013.99825,0.6880,4135
A9786,0.586555,0.50084,0.993277,0.666666667,0.666666667,2.20E+50,0.6855,75012.79019,0.6880,4136
A1467,0.543624,0.604027,1,0.366666667,0.366666667,2.20E+50,0.6853,75012.03867,0.6880,4137
A1233,0.98641,0.425821,0.647792,0.9,0.933333333,2.19E+50,0.6843,75002.85667,0.6879,4138
A2957,0.389535,0.810078,0.976744,0.4,0.566666667,2.19E+50,0.6831,74998.31024,0.6879,4139
A4177,0.318119,0.948824,0.925311,0.633333333,0.833333333,2.18E+50,0.6804,74993.67338,0.6879,4140
A2621,0.709402,0.529915,0.974359,0.3,0.133333333,2.19E+50,0.6830,74992.35922,0.6878,4141
A7386,0.934109,0.350775,0.943798,0.4,0.5,2.18E+50,0.6814,74990.6516,0.6878,4142
A8579,0.352442,0.868365,0.956476,0.566666667,0.633333333,2.19E+50,0.6820,74990.26632,0.6878,4143
A2853,0.610294,0.534314,0.997549,0.366666667,0.4,2.20E+50,0.6851,74988.40912,0.6878,4144
A4639,0.427653,0.996785,0.842444,0.333333333,0.133333333,2.18E+50,0.6812,74984.91026,0.6878,4145
A3838,0.419512,0.713415,0.95122,0.733333333,0.733333333,2.19E+50,0.6844,74983.56219,0.6878,4146
A5669,0.376016,0.807927,0.953252,0.633333333,0.666666667,2.19E+50,0.6831,74983.55867,0.6878,4147
A6769,0.691824,0.479245,0.844025,0.833333333,0.833333333,2.20E+50,0.6861,74980.71813,0.6877,4148
A3194,0.978462,0.284103,0.931282,1,1,2.17E+50,0.6781,74980.54251,0.6877,4149
A549,0.416309,0.819742,1,0.333333333,0.233333333,2.19E+50,0.6821,74976.16493,0.6877,4150
A6971,0.537897,0.55379,0.99511,0.466666667,0.8,2.20E+50,0.6852,74973.14389,0.6877,4151
A6230,0.400901,0.752252,0.963964,0.633333333,0.666666667,2.19E+50,0.6838,74970.60834,0.6876,4152
A6652,0.62753,0.444332,0.994939,0.833333333,0.833333333,2.19E+50,0.6844,74968.6422,0.6876,4153
A1592,0.954373,0.307985,0.992395,0.566666667,0.566666667,2.18E+50,0.6792,74968.1999,0.6876,4154
A1698,0.581986,0.486143,0.995381,0.766666667,0.8,2.20E+50,0.6849,74967.26153,0.6876,4155
A3237,0.488055,0.860068,0.870307,0.3,0.133333333,2.19E+50,0.6824,74966.88111,0.6876,4156
A8150,0.471545,0.653891,0.969803,0.566666667,0.6,2.20E+50,0.6851,74966.36867,0.6876,4157
A224,0.751521,0.44929,0.901623,0.5,0.566666667,2.20E+50,0.6850,74966.12487,0.6876,4158
A4398,0.827839,0.457875,0.886447,0.333333333,0.3,2.19E+50,0.6839,74962.79897,0.6876,4159
A3019,0.485915,0.84507,0.901408,0.333333333,0.1,2.18E+50,0.6814,74955.01281,0.6875,4160
A2221,0.382688,0.965831,0.826879,0.4,0.6,2.19E+50,0.6826,74954.61634,0.6875,4161
A1000,0.824528,0.486792,0.767925,0.433333333,0.6,2.20E+50,0.6857,74951.43221,0.6875,4162
A9506,0.416446,0.697613,0.973475,0.7,0.8,2.19E+50,0.6839,74950.86032,0.6875,4163
A1224,0.710526,0.657895,0.894737,0.133333333,0.066666667,2.18E+50,0.6796,74950.61678,0.6875,4164
A4323,0.471396,0.979405,0.869565,0.333333333,0.033333333,2.17E+50,0.6760,74949.77488,0.6875,4165
A5286,0.685714,0.431293,1,0.6,0.6,2.19E+50,0.6840,74948.94511,0.6874,4166
A6161,0.382716,0.882716,0.919753,0.433333333,0.466666667,2.19E+50,0.6824,74943.54896,0.6874,4167
A8855,0.583333,0.783333,0.983333,0.1,0.033333333,2.16E+50,0.6746,74941.4613,0.6874,4168
A9148,0.355856,0.768018,0.989865,0.866666667,0.9,2.19E+50,0.6817,74935.27703,0.6873,4169
A1928,0.313657,0.863426,0.991898,0.866666667,0.866666667,2.18E+50,0.6797,74933.26834,0.6873,4170
A1155,0.966387,0.334034,0.932773,0.366666667,0.666666667,2.18E+50,0.6789,74930.09413,0.6873,4171
A5720,0.563739,0.541076,0.997167,0.533333333,0.533333333,2.20E+50,0.6849,74924.37329,0.6872,4172
A8776,0.955257,0.33557,0.875839,0.566666667,0.9,2.18E+50,0.6807,74923.48233,0.6872,4173
A4202,0.597222,0.537037,0.99537,0.4,0.433333333,2.20E+50,0.6846,74921.09893,0.6872,4174
A7142,0.764474,0.363158,0.990789,0.8,0.833333333,2.19E+50,0.6819,74918.68825,0.6872,4175
A5846,0.436364,0.909091,0.945455,0.2,0.133333333,2.18E+50,0.6797,74916.74587,0.6871,4176
A7220,0.368778,0.961538,0.821267,0.6,0.633333333,2.19E+50,0.6821,74911.15493,0.6871,4177
A810,0.925687,0.418417,0.780291,0.5,0.566666667,2.19E+50,0.6835,74897.7946,0.6870,4178
A2092,0.407407,0.671156,1,0.8,0.933333333,2.19E+50,0.6829,74894.90074,0.6869,4179
A1842,0.655,0.66,0.87,0.3,0.1,2.19E+50,0.6824,74894.00915,0.6869,4180
A6711,0.616236,0.575646,0.896679,0.433333333,0.433333333,2.11E+50,0.6590,74891.57346,0.6869,4181
A7900,0.387952,0.780723,0.985542,0.5,0.6,2.19E+50,0.6822,74880.64559,0.6868,4182
A6093,0.458167,0.625498,1,0.7,0.7,2.19E+50,0.6838,74879.61811,0.6868,4183
A2435,0.798742,0.433962,0.981132,0.3,0.266666667,2.19E+50,0.6819,74877.07316,0.6868,4184
A5625,0.462025,0.949367,0.778481,0.3,0.266666667,2.19E+50,0.6827,74875.59639,0.6868,4185
A2220,0.465116,0.883721,1,0.133333333,0.066666667,2.17E+50,0.6762,74874.8418,0.6868,4186
A8733,0.554545,0.836364,0.818182,0.2,0.133333333,2.19E+50,0.6819,74874.74241,0.6868,4187
A2113,0.414508,0.728843,0.946459,0.666666667,0.733333333,2.19E+50,0.6834,74874.46476,0.6868,4188
A7790,0.503185,0.717622,0.951168,0.333333333,0.233333333,2.19E+50,0.6833,74873.72326,0.6868,4189
A5326,0.708982,0.462275,0.845509,0.8,0.9,2.20E+50,0.6848,74871.44771,0.6867,4190
A4381,0.426513,0.795389,0.902017,0.5,0.5,2.19E+50,0.6835,74870.32283,0.6867,4191
A6685,0.696203,0.448664,0.92827,0.633333333,0.7,2.13E+50,0.6646,74869.92257,0.6867,4192
A6076,0.429907,0.817757,0.845794,0.566666667,0.6,2.19E+50,0.6839,74866.70165,0.6867,4193
A3579,0.277635,0.989717,0.998715,0.7,0.733333333,2.17E+50,0.6764,74863.77637,0.6867,4194
